Size,Channels,Threads,Time_s
512,64,2,0.414368
512,64,2,0.377282
512,64,2,0.39576
512,64,2,0.3984
512,64,2,0.414806
512,64,2,0.380204
512,64,2,0.396366
512,64,2,0.410788
512,64,2,0.398975
512,64,2,0.392716
512,64,2,0.376626
512,64,2,0.410188
512,64,2,0.409978
512,64,2,0.381255
512,64,2,0.374671
512,64,2,0.406847
512,64,2,0.411612
512,64,2,0.403281
512,64,2,0.426424
512,64,2,0.417516
512,64,2,0.361793
512,64,2,0.417938
512,64,2,0.403706
512,64,2,0.427983
512,64,2,0.39621
512,64,2,0.394493
512,64,2,0.422869
512,64,2,0.390572
512,64,2,0.419962
512,64,2,0.386944
512,64,2,0.410793
512,64,4,0.237764
512,64,4,0.209298
512,64,4,0.208919
512,64,4,0.22848
512,64,4,0.209658
512,64,4,0.204416
512,64,4,0.213632
512,64,4,0.209169
512,64,4,0.218957
512,64,4,0.212311
512,64,4,0.204177
512,64,4,0.203131
512,64,4,0.201349
512,64,4,0.203486
512,64,4,0.206394
512,64,4,0.205794
512,64,4,0.206933
512,64,4,0.211832
512,64,4,0.203738
512,64,4,0.22136
512,64,4,0.21606
512,64,4,0.226171
512,64,4,0.204218
512,64,4,0.211233
512,64,4,0.204837
512,64,4,0.213989
512,64,4,0.220828
512,64,4,0.224897
512,64,4,0.190211
512,64,4,0.204378
512,64,4,0.224959
512,64,4,0.188285
512,64,4,0.215861
512,64,4,0.211429
512,64,4,0.209238
512,64,4,0.220019
512,64,4,0.206463
512,64,4,0.20035
512,64,4,0.225052
512,64,4,0.20943
512,64,4,0.214522
512,64,4,0.213764
512,64,4,0.198356
512,64,4,0.208295
512,64,4,0.19428
512,64,4,0.219055
512,64,4,0.218183
512,64,4,0.202025
512,64,4,0.212669
512,64,4,0.204803
512,64,8,0.131464
512,64,8,0.12308
512,64,8,0.128198
512,64,8,0.14608
512,64,8,0.130875
512,64,8,0.140183
512,64,8,0.122303
512,64,8,0.128751
512,64,8,0.133849
512,64,8,0.138451
512,64,8,0.135271
512,64,8,0.128169
512,64,8,0.128287
512,64,8,0.130682
512,64,8,0.138444
512,64,8,0.131798
512,64,8,0.112756
512,64,8,0.131889
512,64,8,0.147251
512,64,8,0.121413
512,64,8,0.128616
512,64,8,0.128892
512,64,8,0.14152
512,64,8,0.137574
512,64,8,0.125204
512,64,8,0.122116
512,64,8,0.121592
512,64,8,0.132305
512,64,8,0.145734
512,64,8,0.12522
512,64,8,0.130293
512,64,8,0.105482
512,64,8,0.104221
512,64,8,0.11367
512,64,8,0.142349
512,64,8,0.147476
512,64,8,0.138911
512,64,8,0.126347
512,64,8,0.142335
512,64,8,0.133859
512,64,8,0.13863
512,64,8,0.143639
512,64,8,0.12868
512,64,8,0.126377
512,64,8,0.140331
512,64,8,0.132581
